0,5,42961254339314,5,42961346997988,0.17254902,1.0
0,5,42961442260032,5,42961538356040,0.18039216,1.0
0,6,42962178199041,6,42962270990042,0.16470589,1.0
0,0,42962942211044,0,42963018271042,0.13725491,1.0
0,E,42964572022977,E,42964664315053,0.08235294,1.0
1,5,42968308867386,5,42968401989959,0.1764706,1.0
1,5,42968482341011,5,42968577470036,0.18431373,1.0
1,6,42969249257044,6,42969341327042,0.1764706,1.0
1,0,42969888085040,0,42969964624040,0.17254902,1.0
1,E,42970821709042,E,42970913972042,0.15294118,1.0
2,5,42972049033698,5,42972125822979,0.19607845,1.0
2,5,42972205347038,5,42972301264037,0.19215688,1.0
2,6,42972752923041,6,42972832297041,0.18823531,1.0
2,0,42973549117040,0,42973642135042,0.1764706,1.0
2,E,42975025195043,E,42975118526040,0.1764706,1.0
3,5,42978018923006,5,42978096285030,0.18431373,1.0
3,5,42978175818026,5,42978271682052,0.18431373,1.0
3,6,42978865302040,6,42978974238041,0.17254902,1.0
3,0,42979752588029,0,42979846422041,0.18039216,1.0
3,E,42980826708034,E,42980903483039,0.16862746,1.0
4,5,42981900236036,5,42981992151042,0.18431373,1.0
4,5,42982056423040,5,42982168511041,0.19215688,1.0
4,6,42982793160039,6,42982886507040,0.19607845,1.0
4,0,42983383678041,0,42983495636041,0.19215688,1.0
4,E,42984166329040,E,42984259647041,0.16862746,1.0
5,5,42985272858046,5,42985363846042,0.18823531,1.0
5,5,42985428027042,5,42985540232041,0.19607845,1.0
5,6,42986210993040,6,42986304215040,0.18039216,1.0
5,0,42986786241041,0,42986898311040,0.18823531,1.0
5,E,42987538111043,E,42987614837042,0.16470589,1.0
6,5,42988580176468,5,42988673333161,0.20000002,1.0
6,5,42988737298051,5,42988849827048,0.19215688,1.0
6,6,42989458904039,6,42989568368041,0.18823531,1.0
6,0,42990239277038,0,42990348596042,0.20000002,1.0
6,E,42991019249040,E,42991128844041,0.17254902,1.0
7,5,42991970552063,5,42992080045044,0.20000002,1.0
7,5,42992128602039,5,42992257202040,0.20392159,1.0
7,6,42992584652041,6,42992697014041,0.18823531,1.0
7,0,42993242692041,0,42993337103041,0.18431373,1.0
7,E,42993868350041,E,42993961646040,0.16862746,1.0
8,5,42994880466043,5,42994973084042,0.19607845,1.0
8,5,42995021414042,5,42995150470042,0.19215688,1.0
8,6,42995648524041,6,42995760678040,0.19607845,1.0
8,0,42996369367040,0,42996462777041,0.19215688,1.0
8,E,42997397244075,E,42997506171041,0.15686275,1.0
9,5,42998486255035,5,42998579438038,0.19215688,1.0
9,5,42998643477040,5,42998755821040,0.19215688,1.0
9,6,42999176064041,6,42999271915041,0.19607845,1.0
9,0,42999769496040,0,42999881798041,0.19215688,1.0
9,E,43000363897041,E,43000443268042,0.16862746,1.0
