0,5,41250793441015,5,41250886282022,0.20392159,1.0
0,5,41251027916022,5,41251123929022,0.20392159,1.0
0,6,41251311650022,6,41251407109022,0.16470589,1.0
0,0,41251626066022,0,41251722141022,0.18823531,1.0
0,E,41252346074021,E,41252455309021,0.16470589,1.0
1,5,41253203525024,5,41253296279021,0.20000002,1.0
1,5,41253406929021,5,41253519173021,0.21568629,1.0
1,6,41253722791021,6,41253834496021,0.16078432,1.0
1,0,41254022469021,0,41254151005021,0.18431373,1.0
1,E,41254478332021,E,41254590135021,0.16078432,1.0
2,5,41255103527021,5,41255198834021,0.19215688,1.0
2,5,41255340486021,5,41255435981021,0.19215688,1.0
2,6,41255655123021,6,41255750927021,0.16470589,1.0
2,0,41255985058021,0,41256080861021,0.19215688,1.0
2,E,41256392812021,E,41256488545021,0.16078432,1.0
3,5,41256940628021,5,41257036266021,0.19215688,1.0
3,5,41257162197021,5,41257257927021,0.19215688,1.0
3,6,41257430410021,6,41257525909021,0.16078432,1.0
3,0,41257744955021,0,41257840750021,0.18823531,1.0
3,E,41258121618021,E,41258217074021,0.15294118,1.0
4,5,41258699447021,5,41258811171021,0.18823531,1.0
4,5,41258937370021,5,41259000379021,0.20000002,1.0
4,6,41259436065021,6,41259531760021,0.17254902,1.0
4,0,41259766149021,0,41259862104021,0.19607845,1.0
4,E,41260189573021,E,41260317824021,0.15294118,1.0
5,5,41260864711021,5,41260957580021,0.20000002,1.0
5,5,41261083671021,5,41261179399021,0.19607845,1.0
5,6,41261382933021,6,41261462204021,0.15686275,1.0
5,0,41261665591021,0,41261777869021,0.20000002,1.0
5,E,41262074175021,E,41262186064021,0.14509805,1.0
6,5,41262668304021,5,41262763804021,0.20000002,1.0
6,5,41262905356021,5,41263001190021,0.20000002,1.0
6,6,41263220328021,6,41263316128021,0.16470589,1.0
6,0,41263534942021,0,41263646824021,0.20000002,1.0
6,E,41263943996021,E,41264055798021,0.15294118,1.0
7,5,41264507320021,5,41264602921021,0.20392159,1.0
7,5,41264729262021,5,41264824817021,0.20000002,1.0
7,6,41265012889021,6,41265108458021,0.14901961,1.0
7,0,41265342904021,0,41265454922021,0.19607845,1.0
7,E,41265766844021,E,41265878628021,0.15294118,1.0
8,5,41266253169021,5,41266348991021,0.20000002,1.0
8,5,41266474941021,5,41266571070021,0.19215688,1.0
8,6,41266805363021,6,41266884776021,0.16470589,1.0
8,0,41267150247021,0,41267245718021,0.18431373,1.0
8,E,41267588627021,E,41267700954021,0.15294118,1.0
9,5,41270128028021,5,41270219978021,0.20000002,1.0
9,5,41270361322021,5,41270473822021,0.20784315,1.0
9,6,41270661460021,6,41270757443021,0.15686275,1.0
9,0,41270991807020,0,41271103832020,0.19607845,1.0
9,E,41271477696020,E,41271556957020,0.15686275,1.0
