0,5,68762926687028,5,68763019726025,0.1137255,1.0
0,5,68763191937025,5,68763320113025,0.12941177,1.0
0,6,68763524090025,6,68763619478025,0.12941177,1.0
0,0,68764132687025,0,68764212123025,0.1254902,1.0
0,E,68765130696015,E,68765174373026,0.10980393,1.0
1,5,68769191016193,5,68769251199424,0.14901961,1.0
1,5,68769593846025,5,68769672994025,0.14117648,1.0
1,6,68769938284025,6,68770017895025,0.16078432,1.0
1,0,68770535030025,0,68770627013025,0.121568635,1.0
1,E,68771016101025,E,68771112279025,0.12941177,1.0
2,5,68772432967983,5,68772525406025,0.13333334,1.0
2,5,68772806702025,5,68772901817025,0.12941177,1.0
2,6,68773260669025,6,68773355785025,0.14509805,1.0
2,0,68773791803025,0,68773903704025,0.1254902,1.0
2,E,68774605548025,E,68774714558025,0.11764707,1.0
3,5,68775478232025,5,68775587159025,0.13725491,1.0
3,5,68775837022025,5,68775948917025,0.121568635,1.0
3,6,68776291864026,6,68776387194026,0.14901961,1.0
3,0,68776776354024,0,68776904406024,0.1254902,1.0
3,E,68777247635024,E,68777342960024,0.1254902,1.0
4,5,68778525367026,5,68778650395026,0.13333334,1.0
4,5,68778869486026,5,68778997956026,0.13725491,1.0
4,6,68779263710026,6,68779375897026,0.13725491,1.0
4,0,68779749377026,0,68779893852026,0.1137255,1.0
4,E,68780221273026,E,68780332884026,0.121568635,1.0
5,5,68781344925032,5,68781453935024,0.11764707,1.0
5,5,68781703678024,5,68781831534024,0.11764707,1.0
5,6,68782344879024,6,68782440347024,0.13725491,1.0
5,0,68782906973024,0,68783002771024,0.12941177,1.0
5,E,68783391554024,E,68783471040024,0.12941177,1.0
6,5,68784358453024,5,68784467470024,0.13333334,1.0
6,5,68784717459024,5,68784845271024,0.11764707,1.0
6,6,68785312262024,6,68785408074024,0.13333334,1.0
6,0,68785843779024,0,68785923152024,0.11764707,1.0
6,E,68786779355023,E,68786872163025,0.11764707,1.0
7,5,68787385368025,5,68787497620025,0.13725491,1.0
7,5,68787747260025,5,68787842751025,0.12941177,1.0
7,6,68788185758025,6,68788281706025,0.12941177,1.0
7,0,68788829373025,0,68788905304025,0.121568635,1.0
7,E,68789278492025,E,68789357890025,0.13333334,1.0
8,5,68790183464027,5,68790292828025,0.13725491,1.0
8,5,68790650824025,5,68790746604025,0.1137255,1.0
8,6,68791089049025,6,68791201219025,0.1254902,1.0
8,0,68791667678025,0,68791779687025,0.11764707,1.0
8,E,68792106871025,E,68792186183025,0.13333334,1.0
9,5,68792965090023,5,68793041772025,0.10980393,1.0
9,5,68793353349025,5,68793432968025,0.121568635,1.0
9,6,68793713541025,6,68793792945025,0.12941177,1.0
9,0,68794290531025,0,68794370238025,0.1137255,1.0
9,E,68794728551025,E,68794791833025,0.11764707,1.0
