0,5,1035949405002,5,1036045539002,0.12941177,1
0,5,1036216356003,5,1036313794003,0.14509805,1
0,6,1036674652001,6,1036751322002,0.12941177,1
0,0,1037094952001,0,1037208836001,0.14117648,1
0,E,1037598166001,E,1037707211001,0.13333334,1
1,5,1038206437002,5,1038315985002,0.121568635,1
1,5,1038488052002,5,1038588180002,0.121568635,1
1,6,1038850705002,6,1038928715002,0.13333334,1
1,0,1039244277001,0,1039358734001,0.13725491,1
1,E,1039668089001,E,1039842786001,0.10980393,1
2,5,1040360927001,5,1040439846001,0.13333334,1
2,5,1040670741001,5,1040751244001,0.11764707,1
2,6,1041014617003,6,1041112318002,0.12941177,1
2,0,1041390774002,0,1041489044002,0.12941177,1
2,E,1041844971001,E,1041957007001,0.1254902,1
3,5,1042550215002,5,1042642697002,0.121568635,1
3,5,1042844684003,5,1042945888001,0.12941177,1
3,6,1043205995001,6,1043302947001,0.12941177,1
3,0,1043583811002,0,1043679574002,0.13725491,1
3,E,1044084591002,E,1044229987002,0.1254902,1
4,5,1044680694002,5,1044764954002,0.1254902,1
4,5,1044916410002,5,1044998025002,0.12941177,1
4,6,1045198843002,6,1045330299003,0.12941177,1
4,0,1045578890001,0,1045673199001,0.13725491,1
4,E,1045971308002,E,1046165289003,0.09019608,1
5,5,1046615983002,5,1046697235002,0.121568635,1
5,5,1046851409004,5,1046915970002,0.13725491,1
5,6,1047117106002,6,1047219666002,0.13725491,1
5,0,1047562429003,0,1047637004003,0.13333334,1
5,E,1047966492002,E,1048076113002,0.13333334,1
6,5,1048574386002,5,1048636814002,0.14117648,1
6,5,1048826301002,5,1048904015002,0.12941177,1
6,6,1049091958002,6,1049187705003,0.13725491,1
6,0,1049453512003,0,1049532408002,0.14117648,1
6,E,1049891089003,E,1049989090002,0.13725491,1
7,5,1050468946002,5,1050583454004,0.12941177,1
7,5,1050751368003,5,1050831024003,0.12941177,1
7,6,1051097270003,6,1051208262002,0.13725491,1
7,0,1051506693003,0,1051584927003,0.121568635,1
7,E,1051881867002,E,1051965754002,0.12941177,1
8,5,1052601581002,5,1052666033002,0.13725491,1
8,5,1052831874003,5,1052913580002,0.13333334,1
8,6,1053084046003,6,1053131037002,0.121568635,1
8,0,1053505992003,0,1053568945003,0.13725491,1
8,E,1053896533001,E,1054010675002,0.12941177,1
9,5,1054691661003,5,1054759051003,0.13725491,1
9,5,1054878728002,5,1054974968003,0.14117648,1
9,6,1055162265002,6,1055227024002,0.1254902,1
9,0,1055559003002,0,1055600744002,0.10196079,1
9,E,1056056586002,E,1056115780003,0.11764707,1
